"Year","ID","Name","Poverty Universe","Number in Poverty","90% Confidence Interval","Percent in Poverty","90% Confidence Interval"
"2019","51065","Fluvanna County","25,937","1,883","1,449 to 2,317","7.3","5.6 to 9.0"
"2019","51067","Franklin County","54,803","6,315","4,893 to 7,737","11.5","8.9 to 14.1"
"2019","51069","Frederick County","87,976","5,731","4,473 to 6,989","6.5","5.1 to 7.9"
"2019","51071","Giles County","16,533","1,890","1,432 to 2,348","11.4","8.6 to 14.2"
"2019","51073","Gloucester County","36,934","3,194","2,503 to 3,885","8.6","6.7 to 10.5"
"2019","51075","Goochland County","22,757","1,420","1,085 to 1,755","6.2","4.7 to 7.7"
"2019","51077","Grayson County","14,500","2,719","2,139 to 3,299","18.8","14.8 to 22.8"
"2019","51079","Greene County","19,621","1,482","1,129 to 1,835","7.6","5.8 to 9.4"
"2019","51081","Greensville County","7,888","1,929","1,425 to 2,433","24.5","18.1 to 30.9"
"2019","51083","Halifax County","33,082","5,655","4,466 to 6,844","17.1","13.5 to 20.7"
"2019","51085","Hanover County","105,694","5,393","4,241 to 6,545","5.1","4.0 to 6.2"
"2019","51087","Henrico County","327,455","28,486","24,328 to 32,644","8.7","7.4 to 10.0"
"2019","51089","Henry County","49,897","7,277","5,663 to 8,891","14.6","11.4 to 17.8"
"2019","51091","Highland County","2,182","271","202 to 340","12.4","9.2 to 15.6"
"2019","51093","Isle of Wight County","36,789","3,351","2,728 to 3,974","9.1","7.4 to 10.8"
"2019","51095","James City County","75,365","4,366","3,366 to 5,366","5.8","4.5 to 7.1"
"2019","51097","King and Queen County","7,006","820","614 to 1,026","11.7","8.8 to 14.6"
"2019","51099","King George County","26,431","1,553","1,160 to 1,946","5.9","4.4 to 7.4"
"2019","51101","King William County","17,023","1,179","900 to 1,458","6.9","5.3 to 8.5"
"2019","51103","Lancaster County","10,413","1,383","1,061 to 1,705","13.3","10.2 to 16.4"
"2019","51105","Lee County","21,937","5,939","4,848 to 7,030","27.1","22.1 to 32.1"
"2019","51107","Loudoun County","411,084","12,909","10,264 to 15,554","3.1","2.5 to 3.7"
"2019","51109","Louisa County","37,353","3,559","2,754 to 4,364","9.5","7.3 to 11.7"
"2019","51111","Lunenburg County","11,158","2,140","1,653 to 2,627","19.2","14.8 to 23.6"
"2019","51113","Madison County","13,106","1,224","896 to 1,552","9.3","6.8 to 11.8"
"2019","51115","Mathews County","8,747","766","572 to 960","8.8","6.6 to 11.0"
"2019","51117","Mecklenburg County","29,643","5,137","4,187 to 6,087","17.3","14.1 to 20.5"
"2019","51119","Middlesex County","10,212","1,411","1,095 to 1,727","13.8","10.7 to 16.9"
"2019","51121","Montgomery County","88,569","18,158","15,942 to 20,374","20.5","18.0 to 23.0"
"2019","51125","Nelson County","14,825","1,748","1,340 to 2,156","11.8","9.0 to 14.6"
"2019","51127","New Kent County","22,485","1,131","845 to 1,417","5.0","3.7 to 6.3"
"2019","51131","Northampton County","11,484","2,077","1,583 to 2,571","18.1","13.8 to 22.4"
"2019","51133","Northumberland County","12,062","1,533","1,150 to 1,916","12.7","9.5 to 15.9"
"2019","51135","Nottoway County","12,954","2,789","2,130 to 3,448","21.5","16.4 to 26.6"
"2019","51137","Orange County","36,368","3,534","2,822 to 4,246","9.7","7.7 to 11.7"
"2019","51139","Page County","23,640","2,668","1,962 to 3,374","11.3","8.3 to 14.3"
"2019","51141","Patrick County","17,269","2,674","2,025 to 3,323","15.5","11.7 to 19.3"
"2019","51143","Pittsylvania County","59,223","8,960","7,696 to 10,224","15.1","13.0 to 17.2"
"2019","51145","Powhatan County","28,509","1,547","1,148 to 1,946","5.4","4.0 to 6.8"
"2019","51147","Prince Edward County","18,724","3,852","2,981 to 4,723","20.6","15.9 to 25.3"
"2019","51149","Prince George County","34,222","2,842","2,130 to 3,554","8.3","6.2 to 10.4"
"2019","51153","Prince William County","465,607","28,463","24,256 to 32,670","6.1","5.2 to 7.0"
"2019","51155","Pulaski County","32,872","4,796","3,784 to 5,808","14.6","11.5 to 17.7"
"2019","51157","Rappahannock County","7,323","622","463 to 781","8.5","6.3 to 10.7"
"2019","51159","Richmond County","7,333","1,303","989 to 1,617","17.8","13.5 to 22.1"
"2019","51161","Roanoke County","91,740","5,918","4,692 to 7,144","6.5","5.2 to 7.8"
"2019","51163","Rockbridge County","22,049","2,525","1,928 to 3,122","11.5","8.8 to 14.2"
"2019","51165","Rockingham County","80,110","6,482","5,049 to 7,915","8.1","6.3 to 9.9"
"2019","51167","Russell County","26,305","5,272","4,417 to 6,127","20.0","16.7 to 23.3"
"2019","51169","Scott County","20,722","3,069","2,245 to 3,893","14.8","10.8 to 18.8"
"2019","51171","Shenandoah County","43,091","4,421","3,550 to 5,292","10.3","8.3 to 12.3"
"2019","51173","Smyth County","29,395","4,849","3,920 to 5,778","16.5","13.3 to 19.7"
"2019","51175","Southampton County","16,025","2,132","1,599 to 2,665","13.3","10.0 to 16.6"
"2019","51177","Spotsylvania County","135,221","8,903","7,135 to 10,671","6.6","5.3 to 7.9"
"2019","51179","Stafford County","148,816","8,097","6,555 to 9,639","5.4","4.4 to 6.4"
"2019","51181","Surry County","6,411","761","572 to 950","11.9","9.0 to 14.8"
"2019","51183","Sussex County","8,579","1,851","1,379 to 2,323","21.6","16.1 to 27.1"
"2019","51185","Tazewell County","38,838","8,417","7,173 to 9,661","21.7","18.5 to 24.9"
"2019","51187","Warren County","39,380","3,803","2,972 to 4,634","9.7","7.6 to 11.8"
"2019","51191","Washington County","52,024","6,396","5,018 to 7,774","12.3","9.7 to 14.9"
"2019","51193","Westmoreland County","17,895","2,843","2,277 to 3,409","15.9","12.7 to 19.1"
"2019","51195","Wise County","34,569","7,039","5,665 to 8,413","20.4","16.4 to 24.4"
"2019","51197","Wythe County","28,378","3,645","2,770 to 4,520","12.8","9.7 to 15.9"
"2019","51199","York County","67,530","3,441","2,722 to 4,160","5.1","4.0 to 6.2"
"2019","51510","Alexandria city","157,470","13,593","11,294 to 15,892","8.6","7.1 to 10.1"
"2019","51520","Bristol city","16,527","3,604","2,951 to 4,257","21.8","17.9 to 25.7"
"2019","51530","Buena Vista city","5,965","1,024","821 to 1,227","17.2","13.8 to 20.6"
"2019","51540","Charlottesville city","45,143","9,965","8,963 to 10,967","22.1","19.9 to 24.3"
"2019","51550","Chesapeake city","239,846","19,812","15,993 to 23,631","8.3","6.7 to 9.9"
"2019","51570","Colonial Heights city","17,108","1,613","1,247 to 1,979","9.4","7.3 to 11.5"
"2019","51580","Covington city","5,425","785","583 to 987","14.5","10.8 to 18.2"
"2019","51590","Danville city","38,472","9,023","7,282 to 10,764","23.5","19.0 to 28.0"
"2019","51595","Emporia city","5,098","1,044","781 to 1,307","20.5","15.3 to 25.7"
"2019","51600","Fairfax city","23,474","1,667","1,323 to 2,011","7.1","5.6 to 8.6"
"2019","51610","Falls Church city","14,589","512","377 to 647","3.5","2.6 to 4.4"
"2019","51620","Franklin city","7,829","1,507","1,137 to 1,877","19.2","14.5 to 23.9"
"2019","51630","Fredericksburg city","26,360","4,463","3,683 to 5,243","16.9","13.9 to 19.9"
"2019","51640","Galax city","6,042","1,151","852 to 1,450","19.0","14.1 to 23.9"
"2019","51650","Hampton city","129,496","17,926","14,857 to 20,995","13.8","11.4 to 16.2"
"2019","51660","Harrisonburg city","45,331","11,299","9,780 to 12,818","24.9","21.5 to 28.3"
"2019","51670","Hopewell city","22,161","4,287","3,413 to 5,161","19.3","15.4 to 23.2"
"2019","51678","Lexington city","4,694","1,073","803 to 1,343","22.9","17.1 to 28.7"
"2019","51680","Lynchburg city","71,060","11,947","9,444 to 14,450","16.8","13.3 to 20.3"
"2019","51683","Manassas city","40,751","3,031","2,211 to 3,851","7.4","5.4 to 9.4"
"2019","51685","Manassas Park city","17,391","1,095","806 to 1,384","6.3","4.6 to 8.0"
"2019","51690","Martinsville city","12,198","2,377","1,791 to 2,963","19.5","14.7 to 24.3"
"2019","51700","Newport News city","171,109","25,769","21,836 to 29,702","15.1","12.8 to 17.4"
"2019","51710","Norfolk city","208,524","39,553","35,137 to 43,969","19.0","16.9 to 21.1"
"2019","51720","Norton city","3,917","756","563 to 949","19.3","14.4 to 24.2"
"2019","51730","Petersburg city","30,787","6,643","5,346 to 7,940","21.6","17.4 to 25.8"
"2019","51735","Poquoson city","12,190","645","494 to 796","5.3","4.1 to 6.5"
"2019","51740","Portsmouth city","91,167","16,860","14,287 to 19,433","18.5","15.7 to 21.3"
"2019","51750","Radford city","14,780","4,503","3,657 to 5,349","30.5","24.8 to 36.2"
"2019","51760","Richmond city","218,787","42,010","36,790 to 47,230","19.2","16.8 to 21.6"
"2019","51770","Roanoke city","97,507","19,049","16,521 to 21,577","19.5","16.9 to 22.1"
"2019","51775","Salem city","23,266","2,197","1,709 to 2,685","9.4","7.3 to 11.5"
"2019","51790","Staunton city","23,962","2,706","2,046 to 3,366","11.3","8.5 to 14.1"
"2019","51800","Suffolk city","90,841","8,906","6,933 to 10,879","9.8","7.6 to 12.0"
"2019","51810","Virginia Beach city","439,254","31,898","26,669 to 37,127","7.3","6.1 to 8.5"
"2019","51820","Waynesboro city","22,386","2,746","2,093 to 3,399","12.3","9.4 to 15.2"
"2019","51830","Williamsburg city","10,658","1,937","1,436 to 2,438","18.2","13.5 to 22.9"
"2019","51840","Winchester city","26,911","3,588","2,769 to 4,407","13.3","10.3 to 16.3"
